Nº,Formation,Min,Sh,G,ShA,GA,xG,xGA,xGD,xG90,xGA90,Año,Club
1,4-3-3,1458,256,31,115,5,40.30+9.30,12.15+7.15,28.15,2.49,0.75,2022,Barcelona
2,3-2-4-1,76,14,3,9,1,1.48-1.52,0.78-0.22,0.71,1.76,0.92,2022,Barcelona
3,4-4-1-1,64,6,2,10,0,0.84-1.16,0.91+0.91,-0.07,1.18,1.28,2022,Barcelona
4,3-1-4-2,12,0,0,2,0,0.00,0.10+0.10,-0.10,0.00,0.77,2022,Barcelona
1,4-3-3,1605,277,38,199,16,36.91-1.09,19.23+3.23,17.67,2.07,1.08,2022,Real_Madrid
2,4-2-3-1,16,6,0,1,0,0.60+0.60,0.06+0.06,0.55,3.40,0.32,2022,Real_Madrid
3,3-4-3,7,3,0,1,0,0.66+0.66,0.01+0.01,0.64,8.46,0.19,2022,Real_Madrid
1,4-1-3-2,760,108,11,73,5,14.96+3.96,5.62+0.62,9.34,1.77,0.67,2022,Real_Sociedad
2,4-1-2-1-2,458,54,6,63,7,7.05+1.05,7.19+0.19,-0.13,1.39,1.41,2022,Real_Sociedad
3,4-4-2,290,29,7,42,5,4.98-2.02,2.33-2.67,2.64,1.54,0.72,2022,Real_Sociedad
4,4-2-3-1,99,15,1,7,0,2.64+1.64,0.29+0.29,2.35,2.40,0.27,2022,Real_Sociedad
5,4-3-3,56,12,0,4,1,1.41+1.41,0.18-0.82,1.23,2.26,0.28,2022,Real_Sociedad
6,4-3-1-2,51,7,3,2,0,1.81-1.19,0.52+0.52,1.29,3.19,0.92,2022,Real_Sociedad
1,4-4-2,533,72,5,60,4,6.19+1.19,6.44+2.44,-0.25,1.05,1.09,2022,Atletico_Madrid
2,5-3-2,312,38,8,40,1,5.54-2.46,3.18+2.18,2.36,1.60,0.92,2022,Atletico_Madrid
3,4-1-4-1,243,44,5,25,1,7.85+2.85,1.75+0.75,6.10,2.91,0.65,2022,Atletico_Madrid
4,3-1-4-2,196,29,1,31,3,3.93+2.93,3.74+0.74,0.18,1.80,1.72,2022,Atletico_Madrid
5,3-5-2,163,26,2,14,5,3.28+1.28,2.71-2.29,0.57,1.81,1.49,2022,Atletico_Madrid
6,5-4-1,128,23,3,18,1,3.72+0.72,0.84-0.16,2.88,2.61,0.59,2022,Atletico_Madrid
7,3-4-2-1,90,25,2,5,0,2.31+0.31,0.09+0.09,2.22,2.31,0.09,2022,Atletico_Madrid
8,4-5-1,33,4,0,8,1,0.24+0.24,1.38+0.38,-1.14,0.65,3.77,2022,Atletico_Madrid
9,4-3-1-2,25,2,1,2,0,0.17-0.83,0.53+0.53,-0.36,0.62,1.90,2022,Atletico_Madrid
1,4-4-2,934,122,12,122,6,17.65+5.65,12.71+6.71,4.94,1.70,1.22,2022,Villarreal
2,4-3-3,486,67,6,67,3,9.56+3.56,6.91+3.91,2.66,1.77,1.28,2022,Villarreal
3,4-2-3-1,183,20,1,18,3,0.99-0.01,1.80-1.20,-0.81,0.49,0.89,2022,Villarreal
4,4-1-4-1,95,3,1,21,1,0.11-0.89,2.46+1.46,-2.35,0.10,2.33,2022,Villarreal
5,4-3-1-2,27,3,1,7,0,0.46-0.54,0.27+0.27,0.19,1.53,0.89,2022,Villarreal
1,4-2-3-1,1496,174,19,193,13,23.59+4.59,20.79+7.79,2.80,1.42,1.25,2022,Real_Betis
2,4-3-1-2,74,8,0,6,0,0.87+0.87,0.70+0.70,0.17,1.06,0.85,2022,Real_Betis
3,4-5-1,37,1,0,12,1,0.03+0.03,0.67-0.33,-0.64,0.08,1.63,2022,Real_Betis
4,4-4-1-1,10,1,0,1,0,0.05+0.05,0.10+0.10,-0.05,0.45,0.88,2022,Real_Betis
5,5-4-1,6,0,0,2,0,0.00,0.47+0.47,-0.47,0.00,7.05,2022,Real_Betis
1,4-3-3,506,58,7,64,3,4.88-2.12,6.71+3.71,-1.83,0.87,1.19,2022,Osasuna
2,4-4-2,317,45,6,26,2,7.70+1.70,2.27+0.27,5.43,2.19,0.64,2022,Osasuna
3,4-1-4-1,293,41,2,25,3,2.09+0.09,4.34+1.34,-2.25,0.64,1.33,2022,Osasuna
4,4-2-3-1,206,28,1,20,2,3.30+2.30,1.68-0.32,1.62,1.44,0.74,2022,Osasuna
5,4-4-1-1,150,22,1,14,3,1.89+0.89,1.40-1.60,0.49,1.13,0.84,2022,Osasuna
6,5-3-2,127,14,0,16,2,0.36+0.36,2.40+0.40,-2.04,0.26,1.70,2022,Osasuna
7,4-5-1,96,11,1,15,2,1.97+0.97,2.73+0.73,-0.77,1.84,2.56,2022,Osasuna
8,5-4-1,9,0,0,3,0,0.00,0.11+0.11,-0.11,0.00,1.10,2022,Osasuna
1,4-2-3-1,1474,226,21,142,18,23.98+2.98,12.92-5.08,11.06,1.46,0.79,2022,Athletic_Club
2,4-3-3,107,25,1,8,0,2.38+1.38,0.58+0.58,1.79,2.00,0.49,2022,Athletic_Club
3,4-1-4-1,94,19,3,8,0,2.87-0.13,0.48+0.48,2.39,2.75,0.46,2022,Athletic_Club
4,4-4-1-1,30,1,0,3,0,0.03+0.03,0.53+0.53,-0.50,0.09,1.60,2022,Athletic_Club
5,4-4-2,7,1,0,1,1,0.12+0.12,0.07-0.93,0.05,1.55,0.93,2022,Athletic_Club
1,4-2-3-1,1299,156,16,173,16,13.58-2.42,20.40+4.40,-6.82,0.94,1.41,2022,Rayo_Vallecano
2,4-4-2,243,52,7,20,4,7.47+0.47,3.09-0.91,4.38,2.77,1.15,2022,Rayo_Vallecano
3,3-4-2-1,95,14,0,6,0,1.12+1.12,0.41+0.41,0.71,1.06,0.39,2022,Rayo_Vallecano
4,4-4-1-1,90,13,1,15,2,0.93-0.07,1.77-0.23,-0.84,0.93,1.77,2022,Rayo_Vallecano
1,5-4-1,1054,97,6,138,11,9.44+3.44,13.57+2.57,-4.13,0.81,1.16,2022,Mallorca
2,5-3-2,404,30,5,56,5,3.69-1.31,4.48-0.52,-0.79,0.82,1.00,2022,Mallorca
3,3-4-2-1,163,22,1,11,1,3.41+2.41,0.52-0.48,2.89,1.88,0.29,2022,Mallorca
4,4-4-2,113,10,2,16,1,1.51-0.49,1.28+0.28,0.22,1.20,1.02,2022,Mallorca
5,4-2-3-1,46,5,1,5,0,0.90-0.10,0.25+0.25,0.65,1.76,0.49,2022,Mallorca
6,4-3-3,17,5,0,2,0,0.55+0.55,0.03+0.03,0.52,2.90,0.14,2022,Mallorca
7,3-4-3,12,1,0,0,0,0.02+0.02,0.00,0.02,0.15,0.00,2022,Mallorca
1,4-3-3,573,72,7,73,10,6.59-0.41,13.15+3.15,-6.56,1.04,2.07,2022,Almeria
2,5-3-2,450,43,2,88,11,3.08+1.08,12.14+1.14,-9.06,0.62,2.43,2022,Almeria
3,4-1-4-1,280,44,5,30,2,4.78-0.22,2.19+0.19,2.59,1.54,0.70,2022,Almeria
4,4-2-3-1,267,29,6,35,3,3.07-2.93,4.18+1.18,-1.11,1.03,1.41,2022,Almeria
5,3-4-1-2,191,23,3,26,2,3.14+0.14,2.28+0.28,0.86,1.48,1.07,2022,Almeria
6,4-4-2,14,1,0,0,0,0.07+0.07,0.00,0.07,0.42,0.00,2022,Almeria
7,3-4-2-1,14,4,0,4,1,0.21+0.21,1.06+0.06,-0.84,1.38,6.79,2022,Almeria
8,5-4-1,13,2,0,1,0,0.37+0.37,0.44+0.44,-0.07,2.59,3.05,2022,Almeria
9,4-3-2-1,10,2,0,1,0,0.17+0.17,0.03+0.03,0.14,1.56,0.27,2022,Almeria
10,4-4-1-1,6,1,0,1,0,0.10+0.10,0.04+0.04,0.07,1.52,0.54,2022,Almeria
1,4-1-4-1,480,76,9,65,7,9.22+0.22,7.77+0.77,1.45,1.73,1.46,2022,Girona
2,4-4-2,329,55,5,38,6,7.51+2.51,4.20-1.80,3.31,2.06,1.15,2022,Girona
3,3-4-2-1,257,21,2,38,4,2.76+0.76,3.84-0.16,-1.08,0.97,1.35,2022,Girona
4,5-3-2,252,39,4,29,7,2.59-1.41,5.07-1.93,-2.49,0.92,1.81,2022,Girona
5,4-2-3-1,134,14,1,21,1,1.95+0.95,2.83+1.83,-0.89,1.31,1.90,2022,Girona
6,3-4-3,99,10,1,10,1,1.09+0.09,0.90-0.10,0.20,1.00,0.81,2022,Girona
7,4-4-1-1,93,7,1,9,1,0.67-0.33,0.69-0.31,-0.03,0.65,0.67,2022,Girona
8,3-1-4-2,91,11,3,7,1,2.44-0.56,0.73-0.27,1.72,2.41,0.72,2022,Girona
9,5-4-1,7,2,0,0,0,0.13+0.13,0.00,0.13,1.72,0.00,2022,Girona
1,4-3-3,1051,154,19,98,12,17.35-1.65,12.90+0.90,4.45,1.49,1.10,2022,Valencia
2,4-4-2,254,39,4,30,4,5.98+1.98,3.91-0.09,2.07,2.12,1.39,2022,Valencia
3,4-2-3-1,235,33,1,30,3,2.99+1.99,5.19+2.19,-2.20,1.15,1.99,2022,Valencia
4,5-4-1,100,13,1,18,1,1.71+0.71,1.21+0.21,0.50,1.54,1.09,2022,Valencia
1,4-3-3,544,60,7,61,7,6.15-0.85,4.92-2.08,1.23,1.02,0.81,2022,Espanyol
2,4-2-3-1,451,49,7,62,9,6.22-0.78,9.62+0.62,-3.40,1.24,1.92,2022,Espanyol
3,4-4-2,282,32,1,42,3,4.91+3.91,3.93+0.93,0.98,1.57,1.25,2022,Espanyol
4,4-1-3-2,194,21,2,33,3,2.44+0.44,2.76-0.24,-0.33,1.13,1.28,2022,Espanyol
5,5-3-2,119,10,2,28,3,1.32-0.68,3.13+0.13,-1.80,1.00,2.37,2022,Espanyol
6,4-1-4-1,101,15,1,19,3,1.69+0.69,2.05-0.95,-0.35,1.51,1.82,2022,Espanyol
7,3-4-2-1,94,10,2,10,1,0.46-1.54,0.50-0.50,-0.04,0.44,0.48,2022,Espanyol
8,3-1-4-2,21,2,0,4,0,0.12+0.12,0.80+0.80,-0.68,0.50,3.41,2022,Espanyol
9,5-4-1,20,1,1,3,0,0.36-0.64,0.06+0.06,0.30,1.62,0.29,2022,Espanyol
1,4-4-2,1285,127,11,217,20,15.10+4.10,27.50+7.50,-12.40,1.06,1.93,2022,Cadiz
2,4-2-3-1,284,19,2,45,4,1.21-0.79,5.16+1.16,-3.96,0.38,1.64,2022,Cadiz
3,4-1-4-1,92,9,0,12,4,0.29+0.29,1.78-2.22,-1.49,0.28,1.74,2022,Cadiz
4,4-4-1-1,90,14,1,11,0,1.40+0.40,0.59+0.59,0.82,1.40,0.59,2022,Cadiz
5,4-3-3,32,4,0,7,0,0.23+0.23,0.28+0.28,-0.06,0.63,0.79,2022,Cadiz
6,5-4-1,19,0,0,3,1,0.00,0.84-0.16,-0.84,0.00,4.00,2022,Cadiz
1,4-2-3-1,645,84,7,103,11,8.70+1.70,12.41+1.41,-3.71,1.21,1.73,2022,Sevilla
2,3-4-2-1,277,27,2,36,2,2.23+0.23,4.03+2.03,-1.80,0.72,1.31,2022,Sevilla
3,4-3-3,270,35,2,41,6,3.30+1.30,7.86+1.86,-4.56,1.10,2.62,2022,Sevilla
4,5-3-2,163,21,2,27,2,1.43-0.57,3.35+1.35,-1.92,0.79,1.85,2022,Sevilla
5,4-4-2,107,15,1,14,0,0.63-0.37,2.08+2.08,-1.45,0.53,1.75,2022,Sevilla
6,4-2-2-2,95,13,1,11,2,1.38+0.38,2.17+0.17,-0.79,1.31,2.05,2022,Sevilla
7,5-4-1,72,8,1,12,2,0.88-0.12,1.00-1.00,-0.12,1.10,1.25,2022,Sevilla
8,3-5-2,44,6,1,6,0,0.59-0.41,0.65+0.65,-0.06,1.20,1.33,2022,Sevilla
9,3-4-1-2,29,1,0,5,0,0.12+0.12,0.26+0.26,-0.14,0.36,0.79,2022,Sevilla
10,4-3-2-1,21,1,1,4,1,0.06-0.94,0.59-0.41,-0.53,0.26,2.55,2022,Sevilla
1,5-3-2,1417,141,15,186,20,12.39-2.61,17.90-2.10,-5.51,0.79,1.14,2022,Getafe
2,4-4-2,178,17,1,30,3,1.15+0.15,2.92-0.08,-1.77,0.58,1.48,2022,Getafe
3,5-4-1,112,7,0,13,2,1.25+1.25,1.22-0.78,0.03,1.00,0.98,2022,Getafe
4,3-4-1-2,25,3,0,1,0,0.17+0.17,0.06+0.06,0.11,0.62,0.23,2022,Getafe
1,4-1-3-2,1057,138,13,115,21,11.37-1.63,16.03-4.97,-4.65,0.97,1.36,2022,Celta_Vigo
2,5-3-2,279,40,2,28,2,4.01+2.01,2.15+0.15,1.86,1.30,0.69,2022,Celta_Vigo
3,3-4-3,95,11,0,10,0,0.68+0.68,0.44+0.44,0.24,0.64,0.42,2022,Celta_Vigo
4,3-4-2-1,95,21,1,3,1,2.46+1.46,0.11-0.89,2.35,2.33,0.10,2022,Celta_Vigo
5,4-4-2,94,13,1,8,2,0.83-0.17,0.36-1.64,0.47,0.79,0.34,2022,Celta_Vigo
6,4-4-1-1,47,4,0,12,3,0.09+0.09,1.93-1.07,-1.84,0.18,3.70,2022,Celta_Vigo
7,4-2-2-2,47,4,0,4,0,0.16+0.16,0.24+0.24,-0.08,0.30,0.46,2022,Celta_Vigo
1,4-3-3,989,128,7,125,12,11.70+4.70,14.08+2.08,-2.38,1.06,1.28,2022,Real_Valladolid
2,4-1-4-1,239,28,1,37,7,1.39+0.39,5.92-1.08,-4.53,0.52,2.23,2022,Real_Valladolid
3,5-3-2,188,16,4,40,4,2.06-1.94,6.52+2.52,-4.47,0.98,3.12,2022,Real_Valladolid
4,3-5-2,143,13,1,29,2,0.96-0.04,2.08+0.08,-1.12,0.60,1.31,2022,Real_Valladolid
5,4-4-2,111,12,0,23,3,1.10+1.10,3.33+0.33,-2.22,0.90,2.70,2022,Real_Valladolid
6,4-2-3-1,46,3,0,11,0,0.16+0.16,0.65+0.65,-0.49,0.31,1.27,2022,Real_Valladolid
1,4-4-2,446,50,1,72,9,4.62+3.62,11.82+2.82,-7.20,0.93,2.39,2022,Elche
2,3-4-3,334,40,2,43,5,4.21+2.21,5.56+0.56,-1.35,1.13,1.50,2022,Elche
3,5-3-2,328,21,4,50,5,1.46-2.54,7.65+2.65,-6.19,0.40,2.10,2022,Elche
4,5-4-1,215,14,2,40,6,1.64-0.36,6.37+0.37,-4.72,0.69,2.66,2022,Elche
5,4-2-3-1,149,13,2,28,6,1.24-0.76,5.82-0.18,-4.58,0.75,3.51,2022,Elche
6,4-1-4-1,94,10,0,10,3,1.05+1.05,1.62-1.38,-0.57,1.01,1.55,2022,Elche
7,4-3-3,93,4,1,16,2,0.20-0.80,2.81+0.81,-2.61,0.19,2.72,2022,Elche
8,3-4-2-1,45,3,0,9,0,0.04+0.04,0.34+0.34,-0.30,0.08,0.68,2022,Elche
1,4-3-3,3183,573,71,383,22,72.92+1.92,38.08+16.08,34.84,2.06,1.08,2021,Real_Madrid
2,4-4-2,90,27,3,9,2,2.98-0.02,1.98-0.02,1.00,2.98,1.98,2021,Real_Madrid
3,4-2-3-1,84,19,2,9,2,1.94-0.06,2.25+0.25,-0.31,2.08,2.41,2021,Real_Madrid
4,4-4-1-1,72,14,0,11,1,0.69+0.69,0.61-0.39,0.08,0.86,0.76,2021,Real_Madrid
5,4-1-3-2,58,10,2,5,1,1.13-0.87,0.75-0.25,0.38,1.75,1.16,2021,Real_Madrid
6,4-2-4-0,47,4,0,11,3,0.16+0.16,2.35-0.65,-2.19,0.31,4.50,2021,Real_Madrid
7,4-1-4-1,26,5,2,3,0,1.68-0.32,0.49+0.49,1.19,5.83,1.70,2021,Real_Madrid
8,4-2-2-2,23,5,0,0,0,0.29+0.29,0.00,0.29,1.14,0.00,2021,Real_Madrid
1,4-3-3,3227,463,58,317,32,64.09+6.09,31.00-1.00,33.09,1.79,0.86,2021,Barcelona
2,4-2-3-1,144,14,4,16,3,1.38-2.62,2.86-0.14,-1.48,0.86,1.79,2021,Barcelona
3,3-4-3,136,29,3,7,2,3.76+0.76,1.43-0.57,2.33,2.49,0.95,2021,Barcelona
4,3-3-3-1,73,8,2,5,1,1.24-0.76,0.27-0.73,0.97,1.53,0.33,2021,Barcelona
5,3-4-1-2,23,2,1,2,0,0.15-0.85,0.05+0.05,0.09,0.58,0.21,2021,Barcelona
6,4-4-1-1,13,2,0,5,0,0.17+0.17,0.27+0.27,-0.10,1.20,1.88,2021,Barcelona
7,4-1-4-1,7,0,0,1,0,0.00,0.03+0.03,-0.03,0.00,0.33,2021,Barcelona
1,4-4-2,1172,152,26,116,16,24.83-1.17,13.46-2.54,11.37,1.91,1.03,2021,Atletico_Madrid
2,3-1-4-2,929,123,14,73,12,13.52-0.48,9.88-2.12,3.64,1.31,0.96,2021,Atletico_Madrid
3,3-5-2,443,50,5,52,0,5.55+0.55,3.14+3.14,2.41,1.13,0.64,2021,Atletico_Madrid
4,3-4-2-1,407,61,9,38,3,8.31-0.69,3.68+0.68,4.62,1.84,0.81,2021,Atletico_Madrid
5,5-3-2,156,13,5,25,1,3.34-1.66,1.27+0.27,2.06,1.92,0.73,2021,Atletico_Madrid
6,4-3-3,141,21,2,17,4,2.42+0.42,1.39-2.61,1.03,1.55,0.89,2021,Atletico_Madrid
7,4-2-3-1,129,15,1,11,2,1.59+0.59,1.99-0.01,-0.40,1.11,1.39,2021,Atletico_Madrid
8,5-4-1,99,7,1,15,4,0.55-0.45,2.84-1.16,-2.29,0.50,2.58,2021,Atletico_Madrid
9,3-4-3,74,12,2,7,1,1.33-0.67,1.04+0.04,0.29,1.62,1.27,2021,Atletico_Madrid
10,4-1-4-1,70,11,0,5,0,0.95+0.95,0.25+0.25,0.69,1.22,0.32,2021,Atletico_Madrid
1,4-3-3,2090,250,26,245,16,28.74+2.74,23.49+7.49,5.25,1.24,1.01,2021,Sevilla
2,4-2-3-1,1033,116,16,136,13,12.84-3.16,13.99+0.99,-1.16,1.12,1.22,2021,Sevilla
3,3-4-2-1,165,27,4,10,0,3.07-0.93,0.42+0.42,2.65,1.68,0.23,2021,Sevilla
4,3-4-3,126,14,2,12,1,1.37-0.63,1.71+0.71,-0.34,0.98,1.22,2021,Sevilla
5,5-3-2,48,3,1,8,0,0.21-0.79,0.39+0.39,-0.19,0.39,0.73,2021,Sevilla
6,4-2-2-2,45,9,2,5,0,1.30-0.70,0.24+0.24,1.06,2.59,0.48,2021,Sevilla
7,4-1-4-1,37,10,1,2,0,1.98+0.98,0.37+0.37,1.61,4.82,0.90,2021,Sevilla
8,3-1-4-2,27,2,0,4,0,0.10+0.10,0.07+0.07,0.03,0.32,0.22,2021,Sevilla
9,4-4-2,17,3,1,1,0,0.47-0.53,0.02+0.02,0.46,2.51,0.09,2021,Sevilla
10,4-4-1-1,9,0,0,2,0,0.00,0.17+0.17,-0.17,0.00,1.65,2021,Sevilla
11,4-3-2-1,5,1,0,0,0,0.03+0.03,0.00,0.03,0.47,0.00,2021,Sevilla
1,4-2-3-1,3512,504,62,422,38,56.58-5.42,46.67+8.67,9.91,1.45,1.20,2021,Real_Betis
2,4-4-1-1,58,6,0,12,2,0.31+0.31,2.60+0.60,-2.29,0.49,4.04,2021,Real_Betis
3,4-1-4-1,13,5,0,0,0,0.30+0.30,0.00,0.30,2.11,0.00,2021,Real_Betis
1,4-2-3-1,1235,159,14,150,10,18.22+4.22,13.96+3.96,4.27,1.33,1.02,2021,Real_Sociedad
2,4-4-2,656,75,4,83,12,7.92+3.92,10.08-1.92,-2.15,1.09,1.38,2021,Real_Sociedad
3,4-1-4-1,421,56,5,41,4,8.87+3.87,4.12+0.12,4.75,1.90,0.88,2021,Real_Sociedad
4,4-3-3,391,39,3,36,1,5.83+2.83,3.13+2.13,2.70,1.34,0.72,2021,Real_Sociedad
5,4-1-2-1-2,340,52,4,44,3,6.01+2.01,3.96+0.96,2.05,1.59,1.05,2021,Real_Sociedad
6,4-1-3-2,197,21,3,25,1,3.69+0.69,2.65+1.65,1.04,1.69,1.21,2021,Real_Sociedad
7,4-3-1-2,195,23,3,16,3,5.06+2.06,1.60-1.40,3.46,2.34,0.74,2021,Real_Sociedad
8,3-4-1-2,93,9,3,14,1,0.97-2.03,0.97-0.03,0.01,0.94,0.94,2021,Real_Sociedad
9,5-4-1,53,3,0,9,1,0.20+0.20,1.13+0.13,-0.93,0.35,1.92,2021,Real_Sociedad
10,4-5-1,17,2,1,3,0,0.16-0.84,0.05+0.05,0.11,0.83,0.27,2021,Real_Sociedad
11,5-3-2,8,0,0,1,1,0.00,0.06-0.94,-0.06,0.00,0.68,2021,Real_Sociedad
1,4-4-2,2301,291,42,283,26,46.84+4.84,34.62+8.62,12.21,1.83,1.35,2021,Villarreal
2,4-3-3,626,77,12,78,7,11.91-0.09,8.81+1.81,3.10,1.71,1.27,2021,Villarreal
3,4-4-1-1,341,50,4,27,1,8.37+4.37,2.23+1.23,6.13,2.21,0.59,2021,Villarreal
4,4-2-3-1,154,20,3,19,2,1.90-1.10,2.35+0.35,-0.45,1.11,1.37,2021,Villarreal
5,4-2-2-2,94,10,1,5,0,1.49+0.49,0.15+0.15,1.34,1.43,0.15,2021,Villarreal
6,4-1-4-1,59,6,1,4,0,1.31+0.31,0.25+0.25,1.06,2.01,0.38,2021,Villarreal
7,4-2-4-0,24,2,0,1,1,0.08+0.08,0.74-0.26,-0.66,0.30,2.79,2021,Villarreal
1,4-4-2,3599,467,43,438,36,60.55+17.55,40.35+4.35,20.20,1.51,1.01,2021,Athletic_Club
2,4-1-3-2,12,2,0,0,0,0.05+0.05,0.00,0.05,0.38,0.00,2021,Athletic_Club
3,4-4-1-1,10,1,0,6,0,0.04+0.04,0.26+0.26,-0.23,0.34,2.38,2021,Athletic_Club
4,5-3-2,7,0,0,1,0,0.00,0.03+0.03,-0.03,0.00,0.40,2021,Athletic_Club
1,4-4-2,1919,253,28,234,35,29.77+1.77,33.35-1.65,-3.58,1.40,1.56,2021,Valencia
2,5-3-2,514,52,5,66,4,3.93-1.07,6.61+2.61,-2.68,0.69,1.16,2021,Valencia
3,4-1-4-1,412,39,8,43,6,5.66-2.34,5.18-0.82,0.48,1.24,1.13,2021,Valencia
4,3-4-2-1,177,11,0,20,0,0.36+0.36,1.40+1.40,-1.05,0.18,0.71,2021,Valencia
5,4-2-3-1,131,12,0,13,0,1.53+1.53,1.17+1.17,0.36,1.05,0.80,2021,Valencia
6,4-5-1,121,14,3,15,2,2.28-0.72,1.38-0.62,0.90,1.69,1.03,2021,Valencia
7,5-4-1,98,2,0,19,3,0.24+0.24,3.18+0.18,-2.94,0.22,2.92,2021,Valencia
8,3-5-1-1,93,5,0,12,2,0.31+0.31,2.80+0.80,-2.48,0.30,2.70,2021,Valencia
9,4-3-3,74,11,3,7,1,1.36-1.64,1.20+0.20,0.16,1.65,1.46,2021,Valencia
10,3-4-1-2,59,7,1,17,0,0.51-0.49,0.92+0.92,-0.41,0.78,1.40,2021,Valencia
1,4-3-3,940,122,11,120,12,12.38+1.38,11.85-0.15,0.52,1.18,1.13,2021,Osasuna
2,4-4-2,873,117,12,99,10,15.27+3.27,13.33+3.33,1.95,1.57,1.37,2021,Osasuna
3,4-1-4-1,736,95,8,68,13,8.47+0.47,9.29-3.71,-0.82,1.04,1.14,2021,Osasuna
4,5-3-2,513,42,3,79,4,3.32+0.32,6.05+2.05,-2.73,0.58,1.06,2021,Osasuna
5,4-2-3-1,208,17,1,18,2,1.12+0.12,2.05+0.05,-0.93,0.49,0.89,2021,Osasuna
6,4-4-1-1,129,13,0,21,4,0.44+0.44,3.68-0.32,-3.24,0.31,2.57,2021,Osasuna
7,4-5-1,96,12,1,23,3,0.87-0.13,5.21+2.21,-4.34,0.82,4.88,2021,Osasuna
8,3-5-2,94,15,1,17,3,0.52-0.48,2.49-0.51,-1.96,0.50,2.38,2021,Osasuna
9,5-4-1,5,0,0,1,0,0.00,0.03+0.03,-0.03,0.00,0.53,2021,Osasuna
1,4-1-3-2,3322,385,39,381,40,42.83+3.83,46.53+6.53,-3.70,1.16,1.26,2021,Celta_Vigo
2,4-1-2-1-2,189,14,2,15,2,1.85-0.15,1.94-0.06,-0.09,0.88,0.92,2021,Celta_Vigo
3,4-2-3-1,36,5,1,2,0,2.58+1.58,0.14+0.14,2.44,6.44,0.35,2021,Celta_Vigo
4,4-3-3,27,4,0,6,0,0.56+0.56,0.47+0.47,0.09,1.85,1.57,2021,Celta_Vigo
5,4-4-2,11,2,0,1,0,0.11+0.11,0.01+0.01,0.10,0.89,0.09,2021,Celta_Vigo
6,5-4-1,10,1,1,1,0,0.35-0.65,0.01+0.01,0.34,3.15,0.08,2021,Celta_Vigo
7,4-1-4-1,8,0,0,1,1,0.00,0.07-0.93,-0.07,0.00,0.80,2021,Celta_Vigo
8,3-4-2-1,7,0,0,1,0,0.00,0.02+0.02,-0.02,0.00,0.26,2021,Celta_Vigo
1,4-2-3-1,3301,475,37,377,45,45.90+8.90,47.86+2.86,-1.97,1.25,1.31,2021,Rayo_Vallecano
2,4-4-2,152,18,0,11,2,1.06+1.06,1.41-0.59,-0.35,0.63,0.83,2021,Rayo_Vallecano
3,4-4-1-1,132,11,2,16,2,1.46-0.54,2.31+0.31,-0.85,1.00,1.58,2021,Rayo_Vallecano
4,4-3-3,23,2,0,1,0,0.09+0.09,0.08+0.08,0.01,0.36,0.33,2021,Rayo_Vallecano
5,5-4-1,18,1,0,6,0,0.06+0.06,0.45+0.45,-0.39,0.30,2.26,2021,Rayo_Vallecano
6,5-3-2,9,0,0,3,1,0.00,1.14+0.14,-1.14,0.00,11.40,2021,Rayo_Vallecano
1,4-4-2,1983,175,25,298,29,20.63-4.37,37.13+8.13,-16.50,0.94,1.68,2021,Elche
2,3-5-2,419,33,3,46,7,3.83+0.83,6.00-1.00,-2.17,0.82,1.29,2021,Elche
3,5-4-1,372,35,4,53,3,4.49+0.49,5.17+2.17,-0.67,1.09,1.25,2021,Elche
4,5-3-2,251,20,2,29,3,1.57-0.43,3.30+0.30,-1.73,0.56,1.18,2021,Elche
5,4-4-1-1,189,31,1,27,2,2.60+1.60,2.58+0.58,0.02,1.24,1.23,2021,Elche
6,4-2-2-2,95,12,2,20,2,1.00-1.00,1.06-0.94,-0.06,0.95,1.01,2021,Elche
7,3-4-3,95,4,0,17,3,0.06+0.06,2.08-0.92,-2.02,0.06,1.97,2021,Elche
8,3-4-2-1,93,19,3,7,1,3.03+0.03,1.07+0.07,1.96,2.93,1.03,2021,Elche
9,4-3-1-2,70,3,0,14,0,0.54+0.54,1.44+1.44,-0.90,0.70,1.85,2021,Elche
10,4-2-3-1,47,3,0,8,1,0.09+0.09,1.66+0.66,-1.58,0.16,3.19,2021,Elche
11,4-3-3,8,2,0,2,1,0.06+0.06,0.40-0.60,-0.33,0.70,4.45,2021,Elche
1,4-4-2,1074,128,10,142,20,10.62+0.62,19.41-0.59,-8.79,0.89,1.63,2021,Espanyol
2,4-2-3-1,1058,127,16,133,12,15.10-0.90,12.63+0.63,2.47,1.28,1.07,2021,Espanyol
3,4-1-4-1,739,83,8,117,13,8.45+0.45,15.75+2.75,-7.30,1.03,1.92,2021,Espanyol
4,4-3-3,339,30,4,51,4,3.94-0.06,4.09+0.09,-0.15,1.05,1.09,2021,Espanyol
5,3-4-2-1,99,11,1,10,2,0.81-0.19,1.59-0.41,-0.77,0.74,1.44,2021,Espanyol
6,4-4-1-1,97,8,0,17,1,0.71+0.71,1.96+0.96,-1.24,0.66,1.82,2021,Espanyol
7,4-2-2-2,95,10,0,15,0,0.39+0.39,2.03+2.03,-1.65,0.37,1.93,2021,Espanyol
8,3-5-2,68,5,0,8,1,0.15+0.15,0.92-0.08,-0.76,0.20,1.22,2021,Espanyol
9,4-5-1,61,7,1,8,0,0.31-0.69,0.29+0.29,0.02,0.46,0.43,2021,Espanyol
